0%,1696987046031
0%,1696987046031
0%,1696987046839
0%,1696987046839
0%,1696987047624
0%,1696987047624
0%,1696987048341
0%,1696987048341
0%,1696987049080
0%,1696987049080
0%,1696987049822
0%,1696987049822
0%,1696987050555
0%,1696987050555
0%,1696987051290
0%,1696987051290
0%,1696987052029
0%,1696987052029
0%,1696987052765
0%,1696987052765
0%,1696987053501
0%,1696987053501
0%,1696987054239
0%,1696987054239
0%,1696987054984
0%,1696987054984
0%,1696987055735
0%,1696987055735
0%,1696987056468
0%,1696987056468
0%,1696987057208
0%,1696987057208
0%,1696987057941
0%,1696987057941
0%,1696987058673
0%,1696987058673
0%,1696987059408
0%,1696987059408
0%,1696987060143
0%,1696987060143
0%,1696987060879
0%,1696987060879
0%,1696987061627
0%,1696987061627
0%,1696987062382
0%,1696987062382
0%,1696987063132
0%,1696987063132
0%,1696987063883
0%,1696987063883
0%,1696987064625
0%,1696987064625
0%,1696987065365
0%,1696987065365
0%,1696987066099
0%,1696987066099
0%,1696987066836
0%,1696987066836
0%,1696987067575
0%,1696987067575
0%,1696987068314
0%,1696987068314
0%,1696987069048
0%,1696987069048
0%,1696987069786
0%,1696987069786
0%,1696987070521
0%,1696987070521
0%,1696987071256
0%,1696987071256
0%,1696987071994
0%,1696987071994
0%,1696987072729
0%,1696987072729
0%,1696987073465
0%,1696987073465
0%,1696987074203
0%,1696987074203
0%,1696987074944
0%,1696987074944
0%,1696987075685
0%,1696987075685
0%,1696987076422
0%,1696987076422
0%,1696987077159
0%,1696987077159
0%,1696987077898
0%,1696987077898
0%,1696987078644
0%,1696987078644
1%,1696987079385
0%,1696987079385
2%,1696987080145
0%,1696987080145
3%,1696987080906
0%,1696987080906
0%,1696987081668
0%,1696987081668
0%,1696987082431
0%,1696987082431
0%,1696987083182
0%,1696987083182
1%,1696987083945
0%,1696987083945
1%,1696987084703
0%,1696987084703
1%,1696987085467
0%,1696987085467
0%,1696987086230
0%,1696987086230
1%,1696987086992
0%,1696987086992
1%,1696987087759
0%,1696987087759
1%,1696987088516
0%,1696987088516
0%,1696987089281
0%,1696987089281
0%,1696987090048
0%,1696987090048
0%,1696987090808
0%,1696987090808
0%,1696987091571
0%,1696987091571
0%,1696987092363
0%,1696987092363
0%,1696987093127
0%,1696987093127
0%,1696987093885
1%,1696987093885
0%,1696987094641
1%,1696987094641
0%,1696987095400
0%,1696987095400
0%,1696987096153
1%,1696987096153
0%,1696987096909
1%,1696987096909
0%,1696987097660
1%,1696987097660
0%,1696987098417
0%,1696987098417
0%,1696987099200
0%,1696987099200
1%,1696987099958
0%,1696987099958
0%,1696987100747
0%,1696987100747
0%,1696987101499
0%,1696987101499
0%,1696987102258
0%,1696987102258
0%,1696987103013
0%,1696987103013
0%,1696987103762
0%,1696987103762
0%,1696987104516
0%,1696987104516
0%,1696987105275
0%,1696987105275
0%,1696987106023
0%,1696987106023
0%,1696987106776
0%,1696987106776
0%,1696987107533
0%,1696987107533
0%,1696987108282
0%,1696987108282
0%,1696987109034
0%,1696987109034
0%,1696987109779
0%,1696987109779
0%,1696987110532
0%,1696987110532
0%,1696987111285
0%,1696987111285
0%,1696987112036
0%,1696987112036
0%,1696987112786
0%,1696987112786
0%,1696987113533
0%,1696987113533
0%,1696987114289
0%,1696987114289
0%,1696987115035
0%,1696987115035
0%,1696987115786
0%,1696987115786
0%,1696987116531
0%,1696987116531
0%,1696987117264
0%,1696987117264
0%,1696987118003
0%,1696987118003
0%,1696987118741
0%,1696987118741
0%,1696987119479
0%,1696987119479
0%,1696987120213
0%,1696987120213
0%,1696987120953
0%,1696987120953
0%,1696987121688
0%,1696987121688
0%,1696987122427
0%,1696987122427
0%,1696987123166
0%,1696987123166
0%,1696987123906
0%,1696987123906
0%,1696987124639
0%,1696987124639
0%,1696987125374
0%,1696987125374
0%,1696987126106
0%,1696987126106
0%,1696987126844
0%,1696987126844
0%,1696987127582
0%,1696987127582
0%,1696987128315
0%,1696987128315
0%,1696987129051
0%,1696987129051
0%,1696987129795
0%,1696987129795
0%,1696987130535
0%,1696987130535
0%,1696987131271
0%,1696987131271
0%,1696987132011
0%,1696987132011
0%,1696987132744
0%,1696987132744
0%,1696987133478
0%,1696987133478
0%,1696987134214
0%,1696987134214
0%,1696987134953
0%,1696987134953
0%,1696987135688
0%,1696987135688
0%,1696987136427
0%,1696987136427
0%,1696987137170
0%,1696987137170
0%,1696987137915
0%,1696987137915
0%,1696987138654
0%,1696987138654
0%,1696987139388
0%,1696987139388
0%,1696987140127
0%,1696987140127
0%,1696987140865
1%,1696987140865
0%,1696987141624
1%,1696987141624
0%,1696987142384
0%,1696987142384
0%,1696987143141
1%,1696987143141
21%,1696987143888
61%,1696987143888
99%,1696987144668
18%,1696987144668
97%,1696987145508
97%,1696987145508
98%,1696987146714
98%,1696987146714
97%,1696987147941
98%,1696987147941
98%,1696987149199
99%,1696987149199
98%,1696987150379
98%,1696987150379
96%,1696987151590
96%,1696987151590
98%,1696987152786
99%,1696987152786
98%,1696987153992
99%,1696987153992
98%,1696987155072
98%,1696987155072
98%,1696987156258
98%,1696987156258
98%,1696987157467
98%,1696987157467
96%,1696987158677
96%,1696987158677
96%,1696987159905
97%,1696987159905
98%,1696987161123
98%,1696987161123
98%,1696987162348
98%,1696987162348
98%,1696987163550
98%,1696987163550
98%,1696987164755
98%,1696987164755
36%,1696987165970
36%,1696987165970
1%,1696987166928
1%,1696987166928
