7%,1688358792975
0%,1688358793538
0%,1688358794106
0%,1688358794637
0%,1688358795175
0%,1688358795714
0%,1688358796253
0%,1688358796794
0%,1688358797335
0%,1688358797873
0%,1688358798415
0%,1688358798954
0%,1688358799494
0%,1688358800033
0%,1688358800573
0%,1688358801118
0%,1688358801660
0%,1688358802201
0%,1688358802744
0%,1688358803284
0%,1688358803823
0%,1688358804363
0%,1688358804903
0%,1688358805443
0%,1688358805983
0%,1688358806522
0%,1688358807064
0%,1688358807604
0%,1688358808143
0%,1688358808682
0%,1688358809219
0%,1688358809759
0%,1688358810297
0%,1688358810837
0%,1688358811376
0%,1688358811914
0%,1688358812453
0%,1688358812993
0%,1688358813533
0%,1688358814072
0%,1688358814611
0%,1688358815150
0%,1688358815689
0%,1688358816227
0%,1688358816766
0%,1688358817305
0%,1688358817844
0%,1688358818381
0%,1688358818921
0%,1688358819460
0%,1688358819999
0%,1688358820538
0%,1688358821078
0%,1688358821617
0%,1688358822156
0%,1688358822695
0%,1688358823233
4%,1688358823772
4%,1688358824311
5%,1688358824850
5%,1688358825385
0%,1688358825926
0%,1688358826466
0%,1688358827003
0%,1688358827541
0%,1688358828076
0%,1688358828614
0%,1688358829151
0%,1688358829689
0%,1688358830226
0%,1688358830763
0%,1688358831302
0%,1688358831840
0%,1688358832378
0%,1688358832914
0%,1688358833451
0%,1688358833990
0%,1688358834527
0%,1688358835063
0%,1688358835600
0%,1688358836139
0%,1688358836676
0%,1688358837214
0%,1688358837751
0%,1688358838289
0%,1688358838828
0%,1688358839365
0%,1688358839903
0%,1688358840439
0%,1688358840978
0%,1688358841515
0%,1688358842052
0%,1688358842591
0%,1688358843129
0%,1688358843668
0%,1688358844206
0%,1688358844745
0%,1688358845284
0%,1688358845822
0%,1688358846360
0%,1688358846899
0%,1688358847437
0%,1688358847976
0%,1688358848513
0%,1688358849052
0%,1688358849590
0%,1688358850130
0%,1688358850669
0%,1688358851208
0%,1688358851747
0%,1688358852286
0%,1688358852823
0%,1688358853362
0%,1688358853900
0%,1688358854439
0%,1688358854978
0%,1688358855515
0%,1688358856055
0%,1688358856594
0%,1688358857132
0%,1688358857671
0%,1688358858208
0%,1688358858746
0%,1688358859285
0%,1688358859824
0%,1688358860364
0%,1688358860903
0%,1688358861440
0%,1688358861980
0%,1688358862519
0%,1688358863060
0%,1688358863601
0%,1688358864140
0%,1688358864680
0%,1688358865219
0%,1688358865758
0%,1688358866296
0%,1688358866835
0%,1688358867374
0%,1688358867912
0%,1688358868451
0%,1688358868991
0%,1688358869529
0%,1688358870068
0%,1688358870606
0%,1688358871146
0%,1688358871685
0%,1688358872224
0%,1688358872763
0%,1688358873301
0%,1688358873840
0%,1688358874378
0%,1688358874917
0%,1688358875457
0%,1688358875994
0%,1688358876531
0%,1688358877064
0%,1688358877596
0%,1688358878127
0%,1688358878656
0%,1688358879188
0%,1688358879723
0%,1688358880278
0%,1688358880818
0%,1688358881353
0%,1688358881887
0%,1688358882420
0%,1688358882954
0%,1688358883489
0%,1688358884050
0%,1688358884580
0%,1688358885136
0%,1688358885669
0%,1688358886199
0%,1688358886734
0%,1688358887268
0%,1688358887801
0%,1688358888333
0%,1688358888870
0%,1688358889403
0%,1688358889936
0%,1688358890476
0%,1688358891012
0%,1688358891547
0%,1688358892081
0%,1688358892631
0%,1688358893176
0%,1688358893710
0%,1688358894240
0%,1688358894783
0%,1688358895318
0%,1688358895850
0%,1688358896382
0%,1688358896915
0%,1688358897456
0%,1688358898006
0%,1688358898557
0%,1688358899110
0%,1688358899647
0%,1688358900181
0%,1688358900731
0%,1688358901266
0%,1688358901802
0%,1688358902336
6%,1688358902912
6%,1688358903450
93%,1688358903985
93%,1688358904526
97%,1688358905071
97%,1688358905611
97%,1688358906157
97%,1688358906693
96%,1688358907235
96%,1688358907773
98%,1688358908310
98%,1688358908850
96%,1688358909387
98%,1688358909924
98%,1688358910460
97%,1688358910996
97%,1688358911544
96%,1688358912083
96%,1688358912630
98%,1688358913165
98%,1688358913721
96%,1688358914249
96%,1688358914785
95%,1688358915328
95%,1688358915868
94%,1688358916402
96%,1688358916938
96%,1688358917473
96%,1688358918015
96%,1688358918547
95%,1688358919082
95%,1688358919625
96%,1688358920161
96%,1688358920694
98%,1688358921231
98%,1688358921764
97%,1688358922314
97%,1688358922838
97%,1688358923376
97%,1688358923911
96%,1688358924448
97%,1688358924989
97%,1688358925534
97%,1688358926073
97%,1688358926619
98%,1688358927163
98%,1688358927707
97%,1688358928240
97%,1688358928776
97%,1688358929313
97%,1688358929843
98%,1688358930375
98%,1688358930910
93%,1688358931452
94%,1688358932010
94%,1688358932547
94%,1688358933080
94%,1688358933615
96%,1688358934161
96%,1688358934707
93%,1688358935247
93%,1688358935796
97%,1688358936338
97%,1688358936880
96%,1688358937411
96%,1688358937950
97%,1688358938486
96%,1688358939028
96%,1688358939567
66%,1688358940104
