0%,1687224677057
0%,1687224677604
0%,1687224678173
0%,1687224678744
0%,1687224679269
0%,1687224679805
0%,1687224680341
0%,1687224680876
0%,1687224681412
0%,1687224681953
0%,1687224682492
0%,1687224683033
0%,1687224683571
0%,1687224684109
0%,1687224684649
0%,1687224685189
0%,1687224685727
0%,1687224686278
0%,1687224686816
0%,1687224687353
0%,1687224687890
0%,1687224688437
0%,1687224688971
0%,1687224689507
0%,1687224690043
0%,1687224690585
0%,1687224691126
0%,1687224691666
0%,1687224692205
0%,1687224692744
0%,1687224693284
0%,1687224693823
0%,1687224694362
0%,1687224694900
0%,1687224695438
0%,1687224695977
0%,1687224696516
0%,1687224697056
0%,1687224697590
0%,1687224698127
0%,1687224698666
0%,1687224699207
0%,1687224699745
0%,1687224700282
0%,1687224700820
0%,1687224701360
0%,1687224701898
0%,1687224702434
0%,1687224702969
0%,1687224703507
0%,1687224704045
0%,1687224704581
0%,1687224705118
0%,1687224705659
0%,1687224706197
0%,1687224706733
0%,1687224707272
0%,1687224707811
0%,1687224708348
0%,1687224708887
0%,1687224709425
0%,1687224709959
0%,1687224710499
0%,1687224711034
0%,1687224711572
0%,1687224712115
0%,1687224712654
0%,1687224713195
0%,1687224713733
0%,1687224714272
0%,1687224714810
0%,1687224715349
0%,1687224715890
0%,1687224716424
0%,1687224716961
0%,1687224717499
0%,1687224718039
0%,1687224718578
0%,1687224719117
0%,1687224719655
0%,1687224720196
0%,1687224720735
0%,1687224721271
0%,1687224721810
4%,1687224722348
4%,1687224722889
5%,1687224723424
5%,1687224723963
0%,1687224724500
0%,1687224725039
0%,1687224725575
0%,1687224726113
0%,1687224726652
0%,1687224727188
0%,1687224727725
0%,1687224728265
0%,1687224728802
0%,1687224729341
0%,1687224729877
0%,1687224730416
0%,1687224730954
1%,1687224731534
1%,1687224732071
0%,1687224732609
0%,1687224733147
0%,1687224733684
0%,1687224734224
0%,1687224734762
0%,1687224735299
0%,1687224735836
0%,1687224736377
0%,1687224736914
0%,1687224737450
0%,1687224737987
0%,1687224738529
0%,1687224739068
0%,1687224739607
0%,1687224740150
0%,1687224740687
0%,1687224741232
0%,1687224741769
0%,1687224742308
0%,1687224742848
0%,1687224743387
0%,1687224743928
0%,1687224744466
0%,1687224745003
0%,1687224745542
0%,1687224746082
0%,1687224746621
0%,1687224747159
1%,1687224747698
1%,1687224748236
0%,1687224748788
0%,1687224749360
0%,1687224749896
0%,1687224750429
0%,1687224751054
0%,1687224751585
0%,1687224752120
0%,1687224752651
0%,1687224753185
0%,1687224753756
0%,1687224754316
0%,1687224754853
0%,1687224755391
0%,1687224755948
0%,1687224756502
0%,1687224757034
0%,1687224757569
0%,1687224758153
0%,1687224758681
0%,1687224759215
0%,1687224759755
0%,1687224760319
0%,1687224760854
0%,1687224761393
0%,1687224761980
0%,1687224762534
0%,1687224763068
0%,1687224763624
0%,1687224764195
0%,1687224764731
0%,1687224765287
0%,1687224765871
0%,1687224766407
0%,1687224766976
0%,1687224767538
0%,1687224768075
0%,1687224768644
0%,1687224769184
0%,1687224769719
0%,1687224770297
0%,1687224770826
0%,1687224771380
0%,1687224771947
0%,1687224772483
0%,1687224773037
0%,1687224773579
0%,1687224774115
0%,1687224774680
0%,1687224775244
0%,1687224775779
0%,1687224776353
0%,1687224776879
0%,1687224777428
0%,1687224777987
0%,1687224778524
0%,1687224779076
0%,1687224779638
0%,1687224780178
0%,1687224780736
0%,1687224781303
0%,1687224781853
0%,1687224782439
0%,1687224782972
0%,1687224783526
0%,1687224784059
0%,1687224784626
0%,1687224785183
0%,1687224785740
0%,1687224786318
0%,1687224786876
0%,1687224787444
0%,1687224788006
0%,1687224788543
0%,1687224789077
0%,1687224789632
0%,1687224790171
0%,1687224790728
0%,1687224791294
0%,1687224791852
0%,1687224792431
0%,1687224792980
0%,1687224793568
0%,1687224794128
0%,1687224794671
0%,1687224795207
0%,1687224795753
0%,1687224796285
0%,1687224796844
0%,1687224797382
0%,1687224797944
0%,1687224798536
0%,1687224799071
4%,1687224799611
4%,1687224800146
80%,1687224800695
80%,1687224801235
96%,1687224801774
96%,1687224802319
76%,1687224802861
76%,1687224803396
74%,1687224803945
74%,1687224804499
67%,1687224805044
58%,1687224805577
58%,1687224806127
82%,1687224806660
82%,1687224807203
94%,1687224807747
94%,1687224808279
77%,1687224808811
77%,1687224809363
73%,1687224809901
73%,1687224810441
72%,1687224810981
72%,1687224811519
61%,1687224812059
74%,1687224812601
74%,1687224813141
95%,1687224813678
95%,1687224814242
81%,1687224814773
81%,1687224815312
80%,1687224815852
80%,1687224816393
77%,1687224816928
77%,1687224817473
59%,1687224818006
59%,1687224818544
70%,1687224819088
95%,1687224819622
95%,1687224820167
83%,1687224820702
83%,1687224821239
81%,1687224821780
81%,1687224822329
72%,1687224822885
72%,1687224823412
60%,1687224823956
60%,1687224824495
69%,1687224825033
69%,1687224825577
95%,1687224826125
95%,1687224826668
95%,1687224827207
76%,1687224827751
76%,1687224828291
73%,1687224828833
73%,1687224829369
58%,1687224829913
58%,1687224830464
66%,1687224830996
66%,1687224831536
95%,1687224832091
95%,1687224832626
85%,1687224833161
76%,1687224833695
76%,1687224834239
73%,1687224834777
73%,1687224835313
63%,1687224835853
63%,1687224836402
62%,1687224836956
62%,1687224837484
96%,1687224838045
96%,1687224838581
90%,1687224839109
90%,1687224839649
71%,1687224840204
78%,1687224840732
78%,1687224841267
67%,1687224841808
67%,1687224842349
54%,1687224842892
54%,1687224843444
93%,1687224843982
93%,1687224844521
84%,1687224845062
84%,1687224845603
79%,1687224846147
79%,1687224846688
80%,1687224847229
64%,1687224847776
64%,1687224848321
57%,1687224848881
57%,1687224849425
82%,1687224849977
82%,1687224850514
94%,1687224851065
94%,1687224851616
90%,1687224852143
90%,1687224852683
74%,1687224853232
66%,1687224853777
66%,1687224854316
57%,1687224854876
57%,1687224855414
78%,1687224855949
78%,1687224856498
94%,1687224857048
94%,1687224857580
82%,1687224858121
82%,1687224858661
73%,1687224859205
68%,1687224859756
68%,1687224860287
59%,1687224860831
59%,1687224861366
30%,1687224861906
30%,1687224862448
1%,1687224862987
21%,1687224863529
