0%,1688358647861
0%,1688358648406
0%,1688358648974
0%,1688358649517
0%,1688358650054
0%,1688358650590
0%,1688358651127
0%,1688358651663
0%,1688358652203
0%,1688358652742
0%,1688358653282
0%,1688358653823
0%,1688358654363
0%,1688358654901
0%,1688358655438
0%,1688358655976
0%,1688358656514
0%,1688358657053
0%,1688358657591
0%,1688358658131
0%,1688358658670
0%,1688358659210
0%,1688358659749
0%,1688358660287
0%,1688358660822
0%,1688358661359
0%,1688358661896
0%,1688358662434
0%,1688358662974
0%,1688358663511
0%,1688358664050
0%,1688358664589
0%,1688358665127
0%,1688358665667
0%,1688358666206
0%,1688358666745
0%,1688358667284
0%,1688358667822
0%,1688358668361
0%,1688358668900
0%,1688358669440
0%,1688358669978
0%,1688358670517
0%,1688358671058
0%,1688358671596
0%,1688358672136
0%,1688358672674
0%,1688358673213
0%,1688358673751
0%,1688358674291
0%,1688358674829
3%,1688358675366
3%,1688358675906
5%,1688358676445
5%,1688358676983
0%,1688358677520
0%,1688358678056
0%,1688358678596
0%,1688358679134
0%,1688358679672
0%,1688358680208
0%,1688358680745
0%,1688358681284
0%,1688358681822
0%,1688358682359
0%,1688358682896
0%,1688358683433
0%,1688358683972
0%,1688358684508
0%,1688358685046
0%,1688358685584
0%,1688358686121
0%,1688358686658
0%,1688358687196
0%,1688358687733
0%,1688358688270
0%,1688358688809
0%,1688358689348
0%,1688358689885
0%,1688358690423
0%,1688358690961
0%,1688358691499
0%,1688358692036
0%,1688358692572
0%,1688358693110
0%,1688358693647
0%,1688358694185
0%,1688358694724
0%,1688358695262
0%,1688358695801
0%,1688358696339
0%,1688358696878
0%,1688358697417
0%,1688358697955
0%,1688358698494
0%,1688358699032
0%,1688358699570
0%,1688358700108
0%,1688358700647
0%,1688358701188
0%,1688358701735
0%,1688358702274
0%,1688358702812
0%,1688358703350
0%,1688358703889
0%,1688358704428
0%,1688358704967
0%,1688358705506
0%,1688358706044
0%,1688358706582
0%,1688358707121
0%,1688358707658
0%,1688358708197
0%,1688358708736
0%,1688358709273
0%,1688358709814
0%,1688358710352
0%,1688358710892
0%,1688358711430
0%,1688358711969
0%,1688358712508
0%,1688358713046
0%,1688358713589
0%,1688358714128
0%,1688358714666
0%,1688358715205
0%,1688358715752
0%,1688358716291
0%,1688358716829
0%,1688358717368
0%,1688358717907
0%,1688358718446
0%,1688358718985
0%,1688358719525
0%,1688358720065
0%,1688358720603
0%,1688358721142
0%,1688358721681
0%,1688358722220
0%,1688358722764
0%,1688358723302
0%,1688358723841
0%,1688358724379
0%,1688358724916
0%,1688358725455
0%,1688358725993
0%,1688358726532
0%,1688358727068
0%,1688358727625
0%,1688358728159
0%,1688358728729
0%,1688358729291
0%,1688358729831
0%,1688358730366
0%,1688358730897
0%,1688358731431
0%,1688358731967
0%,1688358732501
0%,1688358733050
0%,1688358733582
0%,1688358734118
0%,1688358734649
0%,1688358735182
0%,1688358735712
0%,1688358736253
0%,1688358736855
0%,1688358737403
0%,1688358737953
0%,1688358738489
0%,1688358739022
0%,1688358739558
0%,1688358740090
0%,1688358740642
0%,1688358741199
0%,1688358741766
0%,1688358742312
0%,1688358742890
0%,1688358743470
0%,1688358744005
0%,1688358744538
0%,1688358745073
0%,1688358745612
0%,1688358746170
0%,1688358746704
0%,1688358747238
0%,1688358747771
0%,1688358748303
0%,1688358748836
0%,1688358749373
0%,1688358749926
0%,1688358750463
0%,1688358750998
0%,1688358751529
0%,1688358752062
0%,1688358752599
0%,1688358753246
16%,1688358753789
96%,1688358754326
96%,1688358754873
97%,1688358755410
97%,1688358755950
96%,1688358756491
96%,1688358757036
96%,1688358757581
96%,1688358758121
96%,1688358758659
96%,1688358759196
96%,1688358759733
96%,1688358760272
97%,1688358760808
97%,1688358761347
93%,1688358761891
97%,1688358762432
97%,1688358762971
97%,1688358763509
97%,1688358764059
97%,1688358764600
97%,1688358765138
95%,1688358765675
95%,1688358766225
96%,1688358766767
96%,1688358767316
97%,1688358767854
95%,1688358768395
95%,1688358768934
96%,1688358769470
96%,1688358770007
97%,1688358770544
97%,1688358771087
94%,1688358771627
94%,1688358772166
96%,1688358772711
96%,1688358773253
98%,1688358773795
98%,1688358774335
97%,1688358774883
97%,1688358775422
97%,1688358775971
96%,1688358776514
96%,1688358777051
98%,1688358777595
98%,1688358778141
97%,1688358778680
97%,1688358779224
95%,1688358779771
95%,1688358780306
97%,1688358780845
97%,1688358781389
95%,1688358781931
98%,1688358782479
98%,1688358783017
96%,1688358783551
96%,1688358784088
96%,1688358784632
96%,1688358785170
97%,1688358785708
97%,1688358786254
97%,1688358786794
97%,1688358787348
95%,1688358787887
95%,1688358788424
97%,1688358788971
98%,1688358789520
98%,1688358790055
96%,1688358790602
96%,1688358791142
