0%,1697337369106
0%,1697337369106
0%,1697337369106
0%,1697337369106
0%,1697337369106
0%,1697337369106
0%,1697337369106
0%,1697337369106
0%,1697337370239
0%,1697337370239
0%,1697337370239
0%,1697337370239
0%,1697337370239
0%,1697337370239
0%,1697337370239
0%,1697337370239
0%,1697337371356
0%,1697337371356
0%,1697337371356
0%,1697337371356
0%,1697337371356
0%,1697337371356
0%,1697337371356
0%,1697337371356
0%,1697337372469
0%,1697337372469
0%,1697337372469
0%,1697337372469
0%,1697337372469
0%,1697337372469
0%,1697337372469
0%,1697337372469
0%,1697337373604
0%,1697337373604
0%,1697337373604
0%,1697337373604
0%,1697337373604
0%,1697337373604
0%,1697337373604
0%,1697337373604
0%,1697337374723
0%,1697337374723
0%,1697337374723
0%,1697337374723
0%,1697337374723
0%,1697337374723
0%,1697337374723
0%,1697337374723
0%,1697337375845
0%,1697337375845
0%,1697337375845
0%,1697337375845
0%,1697337375845
0%,1697337375845
0%,1697337375845
0%,1697337375845
0%,1697337376972
0%,1697337376972
0%,1697337376972
0%,1697337376972
0%,1697337376972
0%,1697337376972
0%,1697337376972
0%,1697337376972
0%,1697337378100
0%,1697337378100
0%,1697337378100
0%,1697337378100
0%,1697337378100
0%,1697337378100
0%,1697337378100
0%,1697337378100
0%,1697337379232
0%,1697337379232
0%,1697337379232
0%,1697337379232
0%,1697337379232
0%,1697337379232
0%,1697337379232
0%,1697337379232
0%,1697337380389
0%,1697337380389
0%,1697337380389
0%,1697337380389
0%,1697337380389
0%,1697337380389
0%,1697337380389
0%,1697337380389
0%,1697337381559
0%,1697337381559
0%,1697337381559
0%,1697337381559
0%,1697337381559
0%,1697337381559
0%,1697337381559
0%,1697337381559
0%,1697337382739
0%,1697337382739
0%,1697337382739
0%,1697337382739
0%,1697337382739
0%,1697337382739
0%,1697337382739
0%,1697337382739
0%,1697337383905
0%,1697337383905
0%,1697337383905
0%,1697337383905
0%,1697337383905
0%,1697337383905
0%,1697337383905
0%,1697337383905
0%,1697337385072
0%,1697337385072
0%,1697337385072
0%,1697337385072
0%,1697337385072
0%,1697337385072
0%,1697337385072
0%,1697337385072
0%,1697337386238
0%,1697337386238
0%,1697337386238
0%,1697337386238
0%,1697337386238
0%,1697337386238
0%,1697337386238
0%,1697337386238
0%,1697337387411
0%,1697337387411
0%,1697337387411
0%,1697337387411
0%,1697337387411
0%,1697337387411
0%,1697337387411
0%,1697337387411
0%,1697337388588
0%,1697337388588
0%,1697337388588
0%,1697337388588
0%,1697337388588
0%,1697337388588
0%,1697337388588
0%,1697337388588
0%,1697337389769
0%,1697337389769
0%,1697337389769
0%,1697337389769
0%,1697337389769
0%,1697337389769
0%,1697337389769
0%,1697337389769
0%,1697337390955
0%,1697337390955
0%,1697337390955
0%,1697337390955
0%,1697337390955
0%,1697337390955
0%,1697337390955
0%,1697337390955
0%,1697337392145
0%,1697337392145
0%,1697337392145
0%,1697337392145
0%,1697337392145
0%,1697337392145
0%,1697337392145
0%,1697337392145
0%,1697337393341
0%,1697337393341
0%,1697337393341
0%,1697337393341
0%,1697337393341
0%,1697337393341
0%,1697337393341
0%,1697337393341
0%,1697337394543
0%,1697337394543
0%,1697337394543
0%,1697337394543
0%,1697337394543
0%,1697337394543
0%,1697337394543
0%,1697337394543
0%,1697337395749
0%,1697337395749
0%,1697337395749
0%,1697337395749
0%,1697337395749
0%,1697337395749
0%,1697337395749
0%,1697337395749
0%,1697337396969
0%,1697337396969
0%,1697337396969
0%,1697337396969
0%,1697337396969
0%,1697337396969
0%,1697337396969
0%,1697337396969
0%,1697337398185
0%,1697337398185
0%,1697337398185
0%,1697337398185
0%,1697337398185
0%,1697337398185
0%,1697337398185
0%,1697337398185
0%,1697337399399
0%,1697337399399
0%,1697337399399
0%,1697337399399
0%,1697337399399
0%,1697337399399
0%,1697337399399
0%,1697337399399
0%,1697337400616
0%,1697337400616
0%,1697337400616
0%,1697337400616
0%,1697337400616
0%,1697337400616
0%,1697337400616
0%,1697337400616
0%,1697337401808
0%,1697337401808
0%,1697337401808
0%,1697337401808
0%,1697337401808
0%,1697337401808
0%,1697337401808
0%,1697337401808
0%,1697337403040
0%,1697337403040
0%,1697337403040
0%,1697337403040
0%,1697337403040
0%,1697337403040
0%,1697337403040
0%,1697337403040
0%,1697337404242
0%,1697337404242
0%,1697337404242
0%,1697337404242
0%,1697337404242
0%,1697337404242
0%,1697337404242
0%,1697337404242
0%,1697337405465
0%,1697337405465
0%,1697337405465
0%,1697337405465
0%,1697337405465
0%,1697337405465
0%,1697337405465
0%,1697337405465
0%,1697337406690
0%,1697337406690
0%,1697337406690
0%,1697337406690
0%,1697337406690
0%,1697337406690
0%,1697337406690
0%,1697337406690
0%,1697337407915
0%,1697337407915
0%,1697337407915
0%,1697337407915
0%,1697337407915
0%,1697337407915
0%,1697337407915
0%,1697337407915
0%,1697337409115
0%,1697337409115
0%,1697337409115
0%,1697337409115
0%,1697337409115
0%,1697337409115
0%,1697337409115
0%,1697337409115
0%,1697337410344
0%,1697337410344
0%,1697337410344
0%,1697337410344
0%,1697337410344
0%,1697337410344
0%,1697337410344
0%,1697337410344
0%,1697337411543
0%,1697337411543
0%,1697337411543
0%,1697337411543
0%,1697337411543
0%,1697337411543
0%,1697337411543
0%,1697337411543
0%,1697337412749
0%,1697337412749
0%,1697337412749
0%,1697337412749
0%,1697337412749
0%,1697337412749
0%,1697337412749
0%,1697337412749
0%,1697337413968
0%,1697337413968
0%,1697337413968
0%,1697337413968
0%,1697337413968
0%,1697337413968
0%,1697337413968
0%,1697337413968
0%,1697337415211
0%,1697337415211
0%,1697337415211
0%,1697337415211
0%,1697337415211
0%,1697337415211
0%,1697337415211
0%,1697337415211
0%,1697337416452
0%,1697337416452
0%,1697337416452
0%,1697337416452
0%,1697337416452
0%,1697337416452
0%,1697337416452
0%,1697337416452
0%,1697337417696
0%,1697337417696
0%,1697337417696
0%,1697337417696
0%,1697337417696
0%,1697337417696
0%,1697337417696
0%,1697337417696
0%,1697337418954
0%,1697337418954
0%,1697337418954
0%,1697337418954
0%,1697337418954
0%,1697337418954
0%,1697337418954
0%,1697337418954
3%,1697337420416
0%,1697337420416
0%,1697337420416
0%,1697337420416
0%,1697337420416
0%,1697337420416
0%,1697337420416
0%,1697337420416
7%,1697337421671
0%,1697337421671
0%,1697337421671
0%,1697337421671
0%,1697337421671
0%,1697337421671
0%,1697337421671
0%,1697337421671
0%,1697337422987
0%,1697337422987
0%,1697337422987
0%,1697337422987
0%,1697337422987
0%,1697337422987
0%,1697337422987
0%,1697337422987
0%,1697337424823
0%,1697337424823
7%,1697337424823
0%,1697337424823
1%,1697337424823
1%,1697337424823
6%,1697337424823
0%,1697337424823
0%,1697337426114
0%,1697337426114
1%,1697337426114
1%,1697337426114
4%,1697337426114
1%,1697337426114
0%,1697337426114
0%,1697337426114
0%,1697337427220
0%,1697337427220
3%,1697337427220
0%,1697337427220
1%,1697337427220
3%,1697337427220
0%,1697337427220
1%,1697337427220
0%,1697337428335
1%,1697337428335
0%,1697337428335
1%,1697337428335
1%,1697337428335
0%,1697337428335
1%,1697337428335
1%,1697337428335
0%,1697337429445
1%,1697337429445
1%,1697337429445
1%,1697337429445
0%,1697337429445
1%,1697337429445
1%,1697337429445
1%,1697337429445
0%,1697337430551
1%,1697337430551
1%,1697337430551
0%,1697337430551
0%,1697337430551
0%,1697337430551
0%,1697337430551
0%,1697337430551
0%,1697337431677
1%,1697337431677
0%,1697337431677
2%,1697337431677
1%,1697337431677
0%,1697337431677
0%,1697337431677
0%,1697337431677
0%,1697337432796
0%,1697337432796
0%,1697337432796
0%,1697337432796
0%,1697337432796
0%,1697337432796
0%,1697337432796
0%,1697337432796
0%,1697337433922
1%,1697337433922
0%,1697337433922
1%,1697337433922
0%,1697337433922
0%,1697337433922
0%,1697337433922
1%,1697337433922
0%,1697337435086
1%,1697337435086
0%,1697337435086
1%,1697337435086
0%,1697337435086
0%,1697337435086
0%,1697337435086
5%,1697337435086
0%,1697337436234
0%,1697337436234
0%,1697337436234
0%,1697337436234
0%,1697337436234
0%,1697337436234
0%,1697337436234
2%,1697337436234
0%,1697337437390
0%,1697337437390
0%,1697337437390
0%,1697337437390
0%,1697337437390
0%,1697337437390
0%,1697337437390
0%,1697337437390
0%,1697337439014
0%,1697337439014
0%,1697337439014
0%,1697337439014
0%,1697337439014
0%,1697337439014
0%,1697337439014
0%,1697337439014
0%,1697337440294
0%,1697337440294
0%,1697337440294
0%,1697337440294
0%,1697337440294
0%,1697337440294
0%,1697337440294
0%,1697337440294
0%,1697337441862
0%,1697337441862
0%,1697337441862
0%,1697337441862
0%,1697337441862
1%,1697337441862
0%,1697337441862
0%,1697337441862
0%,1697337443037
0%,1697337443037
0%,1697337443037
0%,1697337443037
0%,1697337443037
0%,1697337443037
0%,1697337443037
0%,1697337443037
0%,1697337444186
0%,1697337444186
0%,1697337444186
0%,1697337444186
0%,1697337444186
0%,1697337444186
0%,1697337444186
0%,1697337444186
0%,1697337445346
0%,1697337445346
0%,1697337445346
0%,1697337445346
0%,1697337445346
0%,1697337445346
0%,1697337445346
