0%,1688362117369
0%,1688362117925
0%,1688362118517
0%,1688362119078
0%,1688362119614
0%,1688362120151
0%,1688362120687
0%,1688362121223
0%,1688362121759
0%,1688362122295
0%,1688362122835
0%,1688362123375
0%,1688362123915
0%,1688362124454
0%,1688362124993
0%,1688362125533
0%,1688362126073
0%,1688362126613
0%,1688362127152
0%,1688362127692
0%,1688362128232
0%,1688362128772
0%,1688362129316
0%,1688362129854
0%,1688362130394
0%,1688362130933
0%,1688362131472
0%,1688362132006
0%,1688362132544
0%,1688362133080
0%,1688362133620
0%,1688362134159
0%,1688362134700
0%,1688362135240
0%,1688362135779
0%,1688362136318
0%,1688362136864
0%,1688362137406
0%,1688362137945
0%,1688362138483
0%,1688362139021
0%,1688362139561
0%,1688362140100
0%,1688362140640
0%,1688362141178
0%,1688362141714
0%,1688362142254
0%,1688362142795
0%,1688362143333
0%,1688362143872
0%,1688362144414
0%,1688362144951
0%,1688362145491
0%,1688362146033
0%,1688362146569
0%,1688362147106
0%,1688362147645
0%,1688362148192
0%,1688362148731
0%,1688362149270
0%,1688362149808
0%,1688362150347
0%,1688362150885
0%,1688362151424
0%,1688362151986
0%,1688362152524
0%,1688362153063
0%,1688362153604
0%,1688362154144
0%,1688362154684
0%,1688362155222
0%,1688362155762
0%,1688362156301
0%,1688362156839
0%,1688362157380
0%,1688362157918
0%,1688362158457
0%,1688362158999
0%,1688362159539
0%,1688362160078
0%,1688362160617
0%,1688362161156
0%,1688362161695
0%,1688362162234
0%,1688362162774
0%,1688362163314
0%,1688362163853
0%,1688362164391
0%,1688362164930
0%,1688362165469
0%,1688362166007
0%,1688362166546
0%,1688362167086
0%,1688362167625
0%,1688362168165
0%,1688362168704
0%,1688362169243
0%,1688362169781
0%,1688362170317
0%,1688362170861
0%,1688362171401
0%,1688362171938
0%,1688362172474
0%,1688362173010
0%,1688362173547
0%,1688362174082
0%,1688362174622
0%,1688362175168
0%,1688362175710
0%,1688362176249
0%,1688362176788
0%,1688362177325
0%,1688362177863
0%,1688362178402
0%,1688362178940
0%,1688362179479
0%,1688362180037
0%,1688362180575
0%,1688362181114
0%,1688362181652
0%,1688362182191
0%,1688362182730
0%,1688362183270
0%,1688362183813
0%,1688362184352
0%,1688362184890
0%,1688362185434
0%,1688362185973
0%,1688362186511
0%,1688362187051
0%,1688362187589
0%,1688362188128
0%,1688362188666
0%,1688362189204
0%,1688362189742
0%,1688362190284
0%,1688362190823
0%,1688362191362
0%,1688362191901
0%,1688362192439
0%,1688362192979
0%,1688362193517
0%,1688362194057
0%,1688362194595
0%,1688362195134
0%,1688362195672
0%,1688362196211
0%,1688362196750
0%,1688362197288
0%,1688362197826
0%,1688362198374
0%,1688362198913
0%,1688362199451
0%,1688362199989
0%,1688362200529
0%,1688362201066
0%,1688362201605
0%,1688362202145
0%,1688362202684
0%,1688362203222
0%,1688362203760
0%,1688362204298
0%,1688362204837
0%,1688362205375
0%,1688362205914
0%,1688362206452
0%,1688362206990
0%,1688362207534
0%,1688362208073
0%,1688362208614
0%,1688362209152
2%,1688362209687
2%,1688362210226
5%,1688362210765
5%,1688362211304
1%,1688362211842
0%,1688362212380
0%,1688362212917
0%,1688362213455
0%,1688362213994
0%,1688362214532
0%,1688362215071
0%,1688362215609
0%,1688362216148
0%,1688362216687
0%,1688362217225
0%,1688362217764
0%,1688362218302
0%,1688362218841
0%,1688362219379
0%,1688362219915
0%,1688362220458
0%,1688362220997
0%,1688362221535
3%,1688362222505
3%,1688362223044
0%,1688362223580
0%,1688362224116
0%,1688362224653
0%,1688362225191
0%,1688362225727
0%,1688362226263
0%,1688362226802
0%,1688362227339
0%,1688362227876
0%,1688362228413
0%,1688362228951
0%,1688362229489
0%,1688362230026
0%,1688362230565
0%,1688362231104
0%,1688362231644
0%,1688362232180
0%,1688362232719
0%,1688362233256
0%,1688362233794
0%,1688362234333
0%,1688362234872
0%,1688362235410
0%,1688362235948
0%,1688362236485
0%,1688362237023
0%,1688362237563
0%,1688362238101
0%,1688362238639
0%,1688362239177
0%,1688362239714
0%,1688362240252
0%,1688362240790
0%,1688362241327
0%,1688362241865
0%,1688362242403
0%,1688362242942
0%,1688362243481
0%,1688362244019
0%,1688362244556
0%,1688362245094
0%,1688362245632
0%,1688362246170
0%,1688362246708
0%,1688362247246
0%,1688362247785
0%,1688362248324
0%,1688362248863
0%,1688362249401
0%,1688362249938
0%,1688362250475
0%,1688362251015
0%,1688362251552
0%,1688362252090
0%,1688362252627
0%,1688362253165
0%,1688362253703
0%,1688362254241
0%,1688362254779
0%,1688362255316
0%,1688362255854
0%,1688362256392
0%,1688362256931
0%,1688362257470
0%,1688362258008
0%,1688362258546
0%,1688362259084
0%,1688362259621
0%,1688362260160
0%,1688362260698
0%,1688362261235
0%,1688362261773
0%,1688362262311
0%,1688362262850
0%,1688362263388
0%,1688362263927
0%,1688362264465
0%,1688362265002
0%,1688362265540
0%,1688362266078
0%,1688362266616
0%,1688362267155
0%,1688362267692
0%,1688362268230
0%,1688362268769
0%,1688362269306
0%,1688362269844
0%,1688362270382
0%,1688362270921
0%,1688362271459
0%,1688362271997
0%,1688362272535
0%,1688362273073
1%,1688362273610
1%,1688362274148
0%,1688362274686
0%,1688362275221
0%,1688362275754
0%,1688362276322
0%,1688362276890
0%,1688362277465
0%,1688362277999
0%,1688362278559
0%,1688362279114
0%,1688362279722
0%,1688362280302
0%,1688362280906
0%,1688362281465
0%,1688362281996
0%,1688362282532
0%,1688362283102
0%,1688362283682
0%,1688362284242
0%,1688362284783
0%,1688362285317
0%,1688362285882
0%,1688362286466
0%,1688362287050
0%,1688362287598
0%,1688362288134
0%,1688362288671
0%,1688362289246
0%,1688362289802
0%,1688362290402
